timestep,value
95.000000,1.040443
96.000000,1.106098
97.000000,1.169587
98.000000,1.228494
99.000000,1.284531
100.000000,1.337326
101.000000,1.389839
102.000000,1.442197
103.000000,1.492080
104.000000,1.543260
105.000000,1.593341
106.000000,1.643566
107.000000,1.692830
108.000000,1.742736
109.000000,1.793128
110.000000,1.841469
111.000000,1.893805
112.000000,1.943766
113.000000,1.996126
114.000000,2.049146
115.000000,2.101307
116.000000,2.155136
117.000000,2.208596
118.000000,2.262686
119.000000,2.317329
120.000000,2.373269
121.000000,2.427411
122.000000,2.484144
123.000000,2.539807
124.000000,2.595165
125.000000,2.652255
126.000000,2.711243
127.000000,2.769964
128.000000,2.828879
129.000000,2.887559
130.000000,2.943465
131.000000,2.998883
132.000000,3.050425
133.000000,3.099874
134.000000,3.148927
135.000000,3.194274
136.000000,3.235008
137.000000,3.268771
138.000000,3.298465
139.000000,3.327475
140.000000,3.349866
141.000000,3.367000
142.000000,3.380857
143.000000,3.391055
144.000000,3.392591
145.000000,3.387887
146.000000,3.378006
147.000000,3.363578
148.000000,3.347069
149.000000,3.324045
150.000000,3.300591
151.000000,3.274011
152.000000,3.247268
153.000000,3.219138
154.000000,3.190311
155.000000,3.159574
156.000000,3.126606
157.000000,3.089044
158.000000,3.046850
159.000000,3.005222
160.000000,2.957883
161.000000,2.908670
162.000000,2.858933
163.000000,2.802175
164.000000,2.741358
165.000000,2.681914
166.000000,2.612715
167.000000,2.542169
168.000000,2.461786
169.000000,2.384546
170.000000,2.300242
171.000000,2.214065
172.000000,2.122639
173.000000,2.026737
174.000000,1.935692
175.000000,1.850071
176.000000,1.763947
177.000000,1.681205
178.000000,1.600523
179.000000,1.519554
180.000000,1.440485
181.000000,1.361221
182.000000,1.285623
183.000000,1.208208
184.000000,1.131978
185.000000,1.057282
186.000000,0.981161
187.000000,0.906612
188.000000,0.833467
189.000000,0.758175
190.000000,0.683609
191.000000,0.609438
192.000000,0.534612
193.000000,0.460944
194.000000,0.385853
195.000000,0.311720
196.000000,0.237129
197.000000,0.165193
198.000000,0.091197
199.000000,0.016123
200.000000,-0.056226
201.000000,-0.130890
202.000000,-0.203498
203.000000,-0.281027
204.000000,-0.355144
205.000000,-0.432277
206.000000,-0.509619
207.000000,-0.588052
208.000000,-0.664621
209.000000,-0.745814
210.000000,-0.827012
211.000000,-0.906405
212.000000,-0.990008
213.000000,-1.073390
214.000000,-1.159476
215.000000,-1.244409
216.000000,-1.332145
217.000000,-1.418921
218.000000,-1.507509
219.000000,-1.601742
220.000000,-1.694248
221.000000,-1.788667
222.000000,-1.887218
223.000000,-1.989706
224.000000,-2.095416
225.000000,-2.207831
226.000000,-2.321345
227.000000,-2.433436
228.000000,-2.543580
229.000000,-2.651981
230.000000,-2.758458
231.000000,-2.863620
232.000000,-2.965067
233.000000,-3.065924
234.000000,-3.163042
235.000000,-3.257441
236.000000,-3.353647
237.000000,-3.447160
238.000000,-3.541298
239.000000,-3.632991
240.000000,-3.723684
241.000000,-3.809943
242.000000,-3.895074
243.000000,-3.976869
244.000000,-4.057398
245.000000,-4.133303
246.000000,-4.205916
247.000000,-4.273492
248.000000,-4.337744
249.000000,-4.397778
250.000000,-4.453975
251.000000,-4.506298
252.000000,-4.557915
253.000000,-4.605656
254.000000,-4.652706
255.000000,-4.694591
256.000000,-4.735015
257.000000,-4.774555
258.000000,-4.810408
259.000000,-4.844206
260.000000,-4.877843
261.000000,-4.909327
262.000000,-4.938258
263.000000,-4.965025
264.000000,-4.989916
265.000000,-5.012846
266.000000,-5.034171
267.000000,-5.052528
268.000000,-5.068851
269.000000,-5.083135
270.000000,-5.095014
271.000000,-5.104885
272.000000,-5.111266
273.000000,-5.115333
274.000000,-5.118159
275.000000,-5.118083
276.000000,-5.115798
277.000000,-5.111237
278.000000,-5.104597
279.000000,-5.096563
280.000000,-5.085788
281.000000,-5.072696
282.000000,-5.056930
283.000000,-5.039786
284.000000,-5.021984
285.000000,-5.001791
286.000000,-4.978408
287.000000,-4.954401
288.000000,-4.929236
289.000000,-4.902369
290.000000,-4.875455
291.000000,-4.846435
292.000000,-4.814717
293.000000,-4.780586
294.000000,-4.747622
295.000000,-4.714054
296.000000,-4.679061
297.000000,-4.642751
298.000000,-4.607149
299.000000,-4.570971
300.000000,-4.533829
301.000000,-4.494672
302.000000,-4.457533
303.000000,-4.419568
304.000000,-4.379943
305.000000,-4.338768
306.000000,-4.295757
307.000000,-4.251884
308.000000,-4.210190
309.000000,-4.168008
310.000000,-4.124880
311.000000,-4.080049
312.000000,-4.033619
313.000000,-3.989797
314.000000,-3.944915
315.000000,-3.899706
316.000000,-3.854412
317.000000,-3.808117
318.000000,-3.761383
319.000000,-3.713921
320.000000,-3.666270
321.000000,-3.620366
322.000000,-3.573766
323.000000,-3.526618
324.000000,-3.479116
325.000000,-3.431664
326.000000,-3.383342
327.000000,-3.333975
328.000000,-3.283936
329.000000,-3.233003
330.000000,-3.182566
331.000000,-3.131723
332.000000,-3.079902
333.000000,-3.028173
334.000000,-2.975942
335.000000,-2.922797
336.000000,-2.869214
337.000000,-2.810523
338.000000,-2.751568
339.000000,-2.692565
340.000000,-2.633323
341.000000,-2.574328
342.000000,-2.511026
343.000000,-2.447852
344.000000,-2.384316
345.000000,-2.316477
346.000000,-2.248414
347.000000,-2.174738
348.000000,-2.095869
349.000000,-2.013005
350.000000,-1.929442
351.000000,-1.845820
352.000000,-1.762034
353.000000,-1.682603
354.000000,-1.603283
355.000000,-1.522906
356.000000,-1.442777
357.000000,-1.363930
358.000000,-1.284656
359.000000,-1.210067
360.000000,-1.135240
361.000000,-1.059553
362.000000,-0.981320
363.000000,-0.904253
364.000000,-0.826137
365.000000,-0.752379
366.000000,-0.678017
367.000000,-0.599049
368.000000,-0.524392
369.000000,-0.448415
370.000000,-0.370981
371.000000,-0.294132
372.000000,-0.217610
373.000000,-0.140657
374.000000,-0.062543
375.000000,0.017027
376.000000,0.096011
377.000000,0.175486
378.000000,0.255503
379.000000,0.335647
380.000000,0.416529
381.000000,0.497577
382.000000,0.580407
383.000000,0.662033
384.000000,0.745086
385.000000,0.828388
386.000000,0.912402
387.000000,0.995996
388.000000,1.077965
389.000000,1.159461
390.000000,1.242402
391.000000,1.325811
392.000000,1.408141
393.000000,1.489432
394.000000,1.571356
395.000000,1.653163
396.000000,1.739695
397.000000,1.826298
398.000000,1.911977
399.000000,1.996203
400.000000,2.079536
401.000000,2.161479
402.000000,2.243519
403.000000,2.328766
404.000000,2.412966
405.000000,2.495583
406.000000,2.576388
407.000000,2.660572
408.000000,2.746541
409.000000,2.827086
410.000000,2.908979
411.000000,2.992983
412.000000,3.074568
413.000000,3.156675
414.000000,3.239221
415.000000,3.318715
416.000000,3.400394
417.000000,3.481691
418.000000,3.559267
419.000000,3.632012
420.000000,3.695280
421.000000,3.754615
422.000000,3.810850
423.000000,3.861617
424.000000,3.908821
425.000000,3.953261
426.000000,3.993994
427.000000,4.032369
428.000000,4.067883
429.000000,4.100685
430.000000,4.132361
431.000000,4.161075
432.000000,4.186171
433.000000,4.209230
434.000000,4.231534
435.000000,4.251343
436.000000,4.269349
437.000000,4.286276
438.000000,4.300865
439.000000,4.314884
440.000000,4.328185
441.000000,4.338664
442.000000,4.348234
443.000000,4.356416
444.000000,4.362377
445.000000,4.367211
446.000000,4.369973
447.000000,4.371581
448.000000,4.371712
449.000000,4.370935
450.000000,4.370354
451.000000,4.369697
452.000000,4.367195
453.000000,4.363885
454.000000,4.360174
455.000000,4.354984
456.000000,4.349506
457.000000,4.342876
458.000000,4.334288
459.000000,4.325293
460.000000,4.314461
461.000000,4.301758
462.000000,4.287578
463.000000,4.272037
464.000000,4.254568
465.000000,4.235270
466.000000,4.213403
467.000000,4.189012
468.000000,4.163717
469.000000,4.134159
470.000000,4.102671
471.000000,4.067744
472.000000,4.031555
473.000000,3.990794
474.000000,3.946907
475.000000,3.901351
476.000000,3.850844
477.000000,3.797823
478.000000,3.744161
479.000000,3.685360
480.000000,3.623012
481.000000,3.559451
482.000000,3.491117
483.000000,3.422265
484.000000,3.350949
485.000000,3.279539
486.000000,3.206168
487.000000,3.129410
488.000000,3.052785
489.000000,2.976091
490.000000,2.899660
491.000000,2.823457
492.000000,2.746199
493.000000,2.671407
494.000000,2.603608
495.000000,2.539587
496.000000,2.481817
497.000000,2.431190
498.000000,2.383687
499.000000,2.344325
500.000000,2.309203
501.000000,2.278979
502.000000,2.252573
503.000000,2.232131
504.000000,2.214322
505.000000,2.199904
506.000000,2.189394
507.000000,2.182220
508.000000,2.180300
509.000000,2.180126
510.000000,2.184481
511.000000,2.193298
512.000000,2.205024
513.000000,2.220467
514.000000,2.241825
515.000000,2.267433
516.000000,2.294384
517.000000,2.324906
518.000000,2.356001
519.000000,2.390396
520.000000,2.428335
521.000000,2.469345
522.000000,2.510513
523.000000,2.553636
524.000000,2.597964
525.000000,2.643738
526.000000,2.691873
527.000000,2.740975
528.000000,2.790967
529.000000,2.841449
530.000000,2.891536
531.000000,2.942029
532.000000,2.993839
533.000000,3.046565
534.000000,3.100041
535.000000,3.154427
536.000000,3.207585
537.000000,3.260762
538.000000,3.314691
539.000000,3.370297
540.000000,3.424879
541.000000,3.478571
542.000000,3.531703
543.000000,3.584525
544.000000,3.636811
545.000000,3.688887
546.000000,3.742640
547.000000,3.794692
548.000000,3.845591
549.000000,3.895766
550.000000,3.947003
551.000000,3.996624
552.000000,4.044639
553.000000,4.090278
554.000000,4.134269
555.000000,4.175650
556.000000,4.214975
557.000000,4.251568
558.000000,4.288734
559.000000,4.322888
560.000000,4.354193
561.000000,4.383605
562.000000,4.409706
563.000000,4.434334
564.000000,4.454414
565.000000,4.469970
566.000000,4.480222
567.000000,4.485145
568.000000,4.487520
569.000000,4.486285
570.000000,4.481592
571.000000,4.473931
572.000000,4.462311
573.000000,4.448403
574.000000,4.432037
575.000000,4.413717
576.000000,4.392555
577.000000,4.369034
578.000000,4.344566
579.000000,4.317566
580.000000,4.289599
581.000000,4.259242
582.000000,4.226924
583.000000,4.192171
584.000000,4.156068
585.000000,4.121390
586.000000,4.084713
587.000000,4.046229
588.000000,4.005628
589.000000,3.963717
590.000000,3.920683
591.000000,3.876218
592.000000,3.830523
593.000000,3.783510
594.000000,3.735483
595.000000,3.686717
596.000000,3.637300
597.000000,3.587114
598.000000,3.536528
599.000000,3.485471
600.000000,3.434945
601.000000,3.384435
602.000000,3.333521
603.000000,3.282626
604.000000,3.227699
605.000000,3.173153
606.000000,3.118811
607.000000,3.065971
608.000000,3.009920
609.000000,2.954207
610.000000,2.898772
611.000000,2.844414
612.000000,2.786632
613.000000,2.729129
614.000000,2.672157
615.000000,2.611348
616.000000,2.550812
617.000000,2.486280
618.000000,2.421098
619.000000,2.356284
620.000000,2.290460
621.000000,2.227171
622.000000,2.167111
623.000000,2.105079
624.000000,2.046522
625.000000,1.986345
626.000000,1.924456
627.000000,1.865533
628.000000,1.804460
629.000000,1.741299
630.000000,1.681826
631.000000,1.620904
632.000000,1.558239
633.000000,1.493692
634.000000,1.427922
635.000000,1.366697
636.000000,1.303787
637.000000,1.239515
638.000000,1.172915
639.000000,1.104804
640.000000,1.034772
641.000000,0.963881
642.000000,0.891691
643.000000,0.825729
644.000000,0.758637
645.000000,0.690143
646.000000,0.621511
647.000000,0.552210
648.000000,0.482054
649.000000,0.411077
650.000000,0.339834
651.000000,0.268846
652.000000,0.198164
653.000000,0.127046
654.000000,0.056450
655.000000,-0.014679
656.000000,-0.085807
657.000000,-0.155749
658.000000,-0.225545
659.000000,-0.295198
660.000000,-0.370953
661.000000,-0.446166
662.000000,-0.520543
663.000000,-0.593609
664.000000,-0.665625
665.000000,-0.736513
666.000000,-0.806347
667.000000,-0.874918
668.000000,-0.941892
669.000000,-1.008174
670.000000,-1.079248
671.000000,-1.148655
672.000000,-1.215923
673.000000,-1.282498
674.000000,-1.347047
675.000000,-1.410481
676.000000,-1.477919
677.000000,-1.543731
678.000000,-1.608044
679.000000,-1.671221
680.000000,-1.733129
681.000000,-1.793347
682.000000,-1.857754
683.000000,-1.920476
684.000000,-1.982107
685.000000,-2.042923
686.000000,-2.106956
687.000000,-2.169370
688.000000,-2.230713
689.000000,-2.294970
690.000000,-2.358282
691.000000,-2.420098
692.000000,-2.480334
693.000000,-2.538976
694.000000,-2.600255
695.000000,-2.660130
696.000000,-2.719591
697.000000,-2.777878
698.000000,-2.833635
699.000000,-2.887632
700.000000,-2.940911
701.000000,-2.995757
702.000000,-3.048264
703.000000,-3.099340
704.000000,-3.152395
705.000000,-3.202966
706.000000,-3.250975
707.000000,-3.299587
708.000000,-3.347115
709.000000,-3.394282
710.000000,-3.439880
711.000000,-3.486144
712.000000,-3.530201
713.000000,-3.572461
714.000000,-3.616247
715.000000,-3.658493
716.000000,-3.697951
717.000000,-3.737336
718.000000,-3.774052
719.000000,-3.807255
720.000000,-3.840752
721.000000,-3.875996
722.000000,-3.909699
723.000000,-3.940240
724.000000,-3.971183
725.000000,-4.002916
726.000000,-4.031768
727.000000,-4.063118
728.000000,-4.092276
729.000000,-4.123140
730.000000,-4.154385
731.000000,-4.181942
732.000000,-4.208625
733.000000,-4.232843
734.000000,-4.256137
735.000000,-4.277943
736.000000,-4.297065
737.000000,-4.314688
738.000000,-4.330539
739.000000,-4.345035
740.000000,-4.357526
741.000000,-4.367971
742.000000,-4.377411
743.000000,-4.383785
744.000000,-4.388337
745.000000,-4.391388
746.000000,-4.392738
747.000000,-4.392173
748.000000,-4.387678
749.000000,-4.382472
750.000000,-4.373250
751.000000,-4.362907
752.000000,-4.348178
753.000000,-4.330038
754.000000,-4.308673
755.000000,-4.283010
756.000000,-4.252722
757.000000,-4.217284
758.000000,-4.175581
759.000000,-4.129447
760.000000,-4.076973
761.000000,-4.017739
762.000000,-3.955055
763.000000,-3.888211
764.000000,-3.818940
765.000000,-3.747824
766.000000,-3.671719
767.000000,-3.595899
768.000000,-3.519137
769.000000,-3.442983
770.000000,-3.362816
771.000000,-3.284316
772.000000,-3.205879
773.000000,-3.127513
774.000000,-3.047953
775.000000,-2.968537
776.000000,-2.889957
777.000000,-2.813921
778.000000,-2.742266
779.000000,-2.676249
780.000000,-2.611847
781.000000,-2.555358
782.000000,-2.504792
783.000000,-2.458376
784.000000,-2.417307
785.000000,-2.383543
786.000000,-2.355783
787.000000,-2.337263
788.000000,-2.328862
789.000000,-2.329252
790.000000,-2.339899
791.000000,-2.356610
792.000000,-2.379823
793.000000,-2.408775
794.000000,-2.444108
795.000000,-2.484520
796.000000,-2.526816
797.000000,-2.572319
798.000000,-2.620641
799.000000,-2.666548
800.000000,-2.713555
801.000000,-2.759262
802.000000,-2.801936
803.000000,-2.842946
804.000000,-2.883870
805.000000,-2.922257
806.000000,-2.959337
807.000000,-2.993183
808.000000,-3.022689
809.000000,-3.049917
810.000000,-3.073173
811.000000,-3.092963
812.000000,-3.110511
813.000000,-3.124352
814.000000,-3.135247
815.000000,-3.142707
816.000000,-3.148054
817.000000,-3.149262
818.000000,-3.146719
819.000000,-3.141669
820.000000,-3.133581
821.000000,-3.123050
822.000000,-3.109816
823.000000,-3.094433
824.000000,-3.077094
825.000000,-3.056349
826.000000,-3.034175
827.000000,-3.010424
828.000000,-2.983933
829.000000,-2.954568
830.000000,-2.926069
831.000000,-2.895445
832.000000,-2.862762
833.000000,-2.828133
834.000000,-2.791374
835.000000,-2.753099
836.000000,-2.716245
837.000000,-2.677440
838.000000,-2.637777
839.000000,-2.597394
840.000000,-2.555553
841.000000,-2.512216
842.000000,-2.468406
843.000000,-2.423932
844.000000,-2.378396
845.000000,-2.331988
846.000000,-2.285141
847.000000,-2.237335
848.000000,-2.189383
849.000000,-2.140872
850.000000,-2.093239
851.000000,-2.044922
852.000000,-1.992220
853.000000,-1.938665
854.000000,-1.885753
855.000000,-1.832807
856.000000,-1.779202
857.000000,-1.724786
858.000000,-1.665164
859.000000,-1.605748
860.000000,-1.547387
861.000000,-1.488702
862.000000,-1.426149
863.000000,-1.362888
864.000000,-1.299281
865.000000,-1.230997
866.000000,-1.161634
867.000000,-1.086724
868.000000,-1.006236
869.000000,-0.929968
870.000000,-0.852761
871.000000,-0.777027
872.000000,-0.704494
873.000000,-0.631192
874.000000,-0.557292
875.000000,-0.486778
876.000000,-0.415262
877.000000,-0.343040
878.000000,-0.270191
879.000000,-0.196387
880.000000,-0.127559
881.000000,-0.057911
882.000000,0.012029
883.000000,0.081816
884.000000,0.151881
885.000000,0.221046
886.000000,0.290321
887.000000,0.360676
888.000000,0.431183
889.000000,0.502241
890.000000,0.573237
891.000000,0.644618
892.000000,0.714021
893.000000,0.783010
894.000000,0.852209
895.000000,0.921253
896.000000,0.990508
897.000000,1.058816
898.000000,1.130412
899.000000,1.200519
900.000000,1.269935
901.000000,1.338740
902.000000,1.405953
903.000000,1.472743
904.000000,1.538383
905.000000,1.602831
906.000000,1.666734
907.000000,1.729649
908.000000,1.795085
909.000000,1.860681
910.000000,1.924417
911.000000,1.988350
912.000000,2.051167
913.000000,2.112444
914.000000,2.173493
915.000000,2.234212
916.000000,2.294462
917.000000,2.353782
918.000000,2.413659
919.000000,2.475865
920.000000,2.538779
921.000000,2.598854
922.000000,2.658244
923.000000,2.719323
924.000000,2.783033
925.000000,2.846452
926.000000,2.908216
927.000000,2.969717
928.000000,3.032333
929.000000,3.098547
930.000000,3.164055
931.000000,3.228160
932.000000,3.294934
933.000000,3.362102
934.000000,3.429336
935.000000,3.498604
936.000000,3.568206
937.000000,3.634064
938.000000,3.704494
939.000000,3.773627
940.000000,3.841867
941.000000,3.910984
942.000000,3.979079
943.000000,4.048066
944.000000,4.114283
945.000000,4.175827
946.000000,4.233409
947.000000,4.288023
948.000000,4.339376
949.000000,4.386713
950.000000,4.431275
951.000000,4.473539
952.000000,4.511509
953.000000,4.545149
954.000000,4.575618
955.000000,4.601775
956.000000,4.622494
957.000000,4.638634
958.000000,4.650607
959.000000,4.658162
960.000000,4.662631
961.000000,4.663183
962.000000,4.660242
963.000000,4.653846
964.000000,4.644936
965.000000,4.634421
966.000000,4.623056
967.000000,4.610998
968.000000,4.597049
969.000000,4.581994
970.000000,4.568078
971.000000,4.554733
972.000000,4.539774
973.000000,4.525020
974.000000,4.508963
975.000000,4.492819
976.000000,4.477245
977.000000,4.460956
978.000000,4.444519
979.000000,4.427379
980.000000,4.409454
981.000000,4.390418
982.000000,4.370793
983.000000,4.349733
984.000000,4.327534
985.000000,4.304201
986.000000,4.279695
987.000000,4.253655
988.000000,4.225838
989.000000,4.196493
990.000000,4.167567
991.000000,4.137896
992.000000,4.106665
993.000000,4.073778
994.000000,4.040457
995.000000,4.006019
996.000000,3.970920
997.000000,3.934757
998.000000,3.897237
999.000000,3.859007
1000.000000,3.820883
1001.000000,3.782523
1002.000000,3.747984
1003.000000,3.714039
1004.000000,3.682434
1005.000000,3.652665
1006.000000,3.623447
1007.000000,3.595365
1008.000000,3.570623
1009.000000,3.547402
1010.000000,3.524971
1011.000000,3.504948
1012.000000,3.486973
1013.000000,3.469064
1014.000000,3.452093
1015.000000,3.435324
1016.000000,3.422206
1017.000000,3.409956
1018.000000,3.398264
1019.000000,3.386694
1020.000000,3.376524
1021.000000,3.366267
1022.000000,3.356831
1023.000000,3.346150
1024.000000,3.337058
1025.000000,3.327448
1026.000000,3.318562
1027.000000,3.310425
1028.000000,3.303757
1029.000000,3.297554
1030.000000,3.290574
1031.000000,3.284026
1032.000000,3.279399
1033.000000,3.276379
1034.000000,3.274310
1035.000000,3.272759
1036.000000,3.274328
1037.000000,3.278536
1038.000000,3.284395
1039.000000,3.291734
1040.000000,3.303511
1041.000000,3.319297
1042.000000,3.335589
1043.000000,3.354438
1044.000000,3.373863
1045.000000,3.396514
1046.000000,3.420858
1047.000000,3.448967
1048.000000,3.477576
1049.000000,3.506950
1050.000000,3.536886
1051.000000,3.566300
1052.000000,3.596081
1053.000000,3.626576
1054.000000,3.657868
1055.000000,3.687006
1056.000000,3.715714
1057.000000,3.744722
1058.000000,3.775254
1059.000000,3.805677
1060.000000,3.835615
1061.000000,3.863622
1062.000000,3.890856
1063.000000,3.917747
1064.000000,3.944659
1065.000000,3.971268
1066.000000,3.996483
1067.000000,4.020435
1068.000000,4.043286
1069.000000,4.064819
1070.000000,4.085089
1071.000000,4.103897
1072.000000,4.121330
1073.000000,4.137755
1074.000000,4.155098
1075.000000,4.171795
1076.000000,4.186627
1077.000000,4.199928
1078.000000,4.212147
1079.000000,4.223041
1080.000000,4.234265
1081.000000,4.244447
1082.000000,4.252955
1083.000000,4.260102
1084.000000,4.264381
1085.000000,4.267175
1086.000000,4.269540
1087.000000,4.271561
1088.000000,4.271770
1089.000000,4.270107
1090.000000,4.266381
1091.000000,4.261871
1092.000000,4.255280
1093.000000,4.245219
1094.000000,4.231563
1095.000000,4.215254
1096.000000,4.197981
1097.000000,4.179421
1098.000000,4.158922
1099.000000,4.137128
1100.000000,4.114271
1101.000000,4.090643
1102.000000,4.065690
1103.000000,4.040970
1104.000000,4.014249
1105.000000,3.988413
1106.000000,3.960395
1107.000000,3.931033
1108.000000,3.902820
1109.000000,3.872523
1110.000000,3.841541
1111.000000,3.808958
1112.000000,3.774774
1113.000000,3.742654
1114.000000,3.709016
1115.000000,3.673505
1116.000000,3.636656
1117.000000,3.598621
1118.000000,3.559922
1119.000000,3.520265
1120.000000,3.479214
1121.000000,3.437916
1122.000000,3.394788
1123.000000,3.352203
1124.000000,3.309519
1125.000000,3.265515
1126.000000,3.220827
1127.000000,3.180205
1128.000000,3.134885
1129.000000,3.089721
1130.000000,3.043624
1131.000000,2.997999
1132.000000,2.951872
1133.000000,2.906137
1134.000000,2.860704
1135.000000,2.815098
1136.000000,2.768731
1137.000000,2.724112
1138.000000,2.680824
1139.000000,2.637576
1140.000000,2.594512
1141.000000,2.552088
1142.000000,2.505566
1143.000000,2.458933
1144.000000,2.413972
1145.000000,2.368878
1146.000000,2.324225
1147.000000,2.280114
1148.000000,2.236490
1149.000000,2.188573
1150.000000,2.141695
1151.000000,2.094831
1152.000000,2.049280
1153.000000,1.999591
1154.000000,1.951113
1155.000000,1.904274
1156.000000,1.857267
1157.000000,1.806494
1158.000000,1.756050
1159.000000,1.705959
1160.000000,1.651662
1161.000000,1.593489
1162.000000,1.535574
1163.000000,1.473628
1164.000000,1.410950
1165.000000,1.344776
1166.000000,1.281536
1167.000000,1.218026
1168.000000,1.153983
1169.000000,1.089839
1170.000000,1.024424
1171.000000,0.961396
1172.000000,0.898927
1173.000000,0.836008
1174.000000,0.772224
1175.000000,0.708452
1176.000000,0.644269
1177.000000,0.579510
1178.000000,0.514641
1179.000000,0.445503
1180.000000,0.377918
1181.000000,0.313026
1182.000000,0.247656
1183.000000,0.181859
1184.000000,0.115781
1185.000000,0.049007
1186.000000,-0.019402
1187.000000,-0.086116
1188.000000,-0.153555
1189.000000,-0.223539
1190.000000,-0.291271
1191.000000,-0.361144
1192.000000,-0.432058
1193.000000,-0.502251
1194.000000,-0.574814
1195.000000,-0.645916
1196.000000,-0.715941
1197.000000,-0.786697
1198.000000,-0.857022
1199.000000,-0.928280
1200.000000,-0.996523
1201.000000,-1.065689
1202.000000,-1.133915
1203.000000,-1.199891
1204.000000,-1.264983
1205.000000,-1.325337
1206.000000,-1.381688
1207.000000,-1.429425
1208.000000,-1.472953
1209.000000,-1.510778
1210.000000,-1.542055
1211.000000,-1.567997
1212.000000,-1.587268
1213.000000,-1.599178
1214.000000,-1.604714
1215.000000,-1.603524
1216.000000,-1.595517
1217.000000,-1.580755
1218.000000,-1.556449
1219.000000,-1.527439
1220.000000,-1.494451
1221.000000,-1.459308
1222.000000,-1.418274
1223.000000,-1.376013
1224.000000,-1.331817
1225.000000,-1.286320
1226.000000,-1.236941
1227.000000,-1.184496
1228.000000,-1.131227
1229.000000,-1.076779
1230.000000,-1.019735
1231.000000,-0.962473
1232.000000,-0.905601
1233.000000,-0.848163
1234.000000,-0.790149
1235.000000,-0.732469
1236.000000,-0.678810
1237.000000,-0.623760
1238.000000,-0.569226
1239.000000,-0.514147
1240.000000,-0.458604
1241.000000,-0.405501
1242.000000,-0.350257
1243.000000,-0.296798
1244.000000,-0.241185
1245.000000,-0.186877
1246.000000,-0.133005
1247.000000,-0.078586
1248.000000,-0.022248
1249.000000,0.034513
1250.000000,0.090418
1251.000000,0.148847
1252.000000,0.207160
1253.000000,0.267421
1254.000000,0.327693
1255.000000,0.389358
1256.000000,0.451848
1257.000000,0.516938
1258.000000,0.583733
1259.000000,0.652088
1260.000000,0.721270
1261.000000,0.790763
1262.000000,0.862039
1263.000000,0.934071
1264.000000,1.004438
1265.000000,1.074244
1266.000000,1.140696
1267.000000,1.206030
1268.000000,1.272183
1269.000000,1.333265
1270.000000,1.399328
1271.000000,1.457668
1272.000000,1.508931
1273.000000,1.558994
1274.000000,1.605309
1275.000000,1.645581
1276.000000,1.680748
1277.000000,1.712852
1278.000000,1.739036
1279.000000,1.760438
1280.000000,1.773168
1281.000000,1.783759
1282.000000,1.792273
1283.000000,1.798553
1284.000000,1.800563
1285.000000,1.801316
1286.000000,1.798723
1287.000000,1.793125
1288.000000,1.784583
1289.000000,1.774248
1290.000000,1.762678
1291.000000,1.749397
1292.000000,1.736304
1293.000000,1.720169
1294.000000,1.701576
1295.000000,1.681861
1296.000000,1.659774
1297.000000,1.637442
1298.000000,1.614197
1299.000000,1.588616
1300.000000,1.562540
1301.000000,1.535216
1302.000000,1.507414
1303.000000,1.478635
1304.000000,1.449071
1305.000000,1.417645
1306.000000,1.385899
1307.000000,1.348419
1308.000000,1.308629
1309.000000,1.267961
1310.000000,1.223840
1311.000000,1.179751
1312.000000,1.135425
